employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,Salary
59674,Technology,region_7,Masters & above,f,other,1,32,3,5,0,0,83,49252.92
21843,Technology,region_16,Bachelors,f,sourcing,1,25,4,2,0,0,81,72461.2
46636,HR,region_10,Bachelors,f,sourcing,1,29,5,4,1,0,46,43976.23
3509,Technology,region_22,Masters & above,m,sourcing,3,49,3,3,0,0,80,87921.98
11335,Operations,region_7,Bachelors,f,sourcing,2,39,1,8,0,0,65,93471.66
73468,Sales & Marketing,region_31,Bachelors,m,other,3,34,1,9,0,0,46,82809.09
2657,HR,region_2,Masters & above,m,sourcing,1,45,5,7,1,0,49,75852.15
26873,Procurement,region_16,Bachelors,f,other,1,34,4,3,0,0,80,82623.07
18298,Technology,region_10,Bachelors,f,other,1,31,3,3,0,0,80,73513.63
35730,Operations,region_26,Bachelors,f,other,1,32,3,7,0,0,62,69471.31
12372,R&D,region_25,Bachelors,m,sourcing,1,29,5,2,1,0,80,63648.21
29722,Technology,region_7,Bachelors,m,other,2,37,3,5,0,0,77,68290.83
4902,Procurement,region_2,Below Secondary,m,other,8,26,5,3,0,0,71,33946.91
63508,Sales & Marketing,region_22,Bachelors,m,other,1,30,3,2,0,0,46,46878.75
30041,Sales & Marketing,region_11,Masters & above,m,other,1,39,3,10,0,0,50,99442.76
23804,Technology,region_1,Masters & above,m,other,1,32,3,6,0,0,83,59026.67
23228,Sales & Marketing,region_24,Masters & above,m,other,1,40,3,5,0,0,50,31327.85
50574,Technology,region_20,Bachelors,f,other,1,36,3,8,0,0,80,40913.55
8097,Sales & Marketing,region_19,Bachelors,m,sourcing,1,38,4,4,1,0,51,76210.48
69522,Sales & Marketing,region_27,Bachelors,m,other,4,28,3,2,1,1,92,56862.16
7884,Operations,region_7,Bachelors,m,sourcing,1,30,3,7,0,0,58,97614.74
35727,Sales & Marketing,region_4,Bachelors,m,other,1,26,3,5,1,0,50,41455.41
42372,Operations,region_13,Bachelors,m,other,1,26,5,5,1,0,63,76673.78
12816,Sales & Marketing,region_2,Bachelors,f,other,1,28,4,4,1,1,50,88828.51
57837,Analytics,region_15,Bachelors,m,sourcing,1,32,3,5,0,0,85,89847.55
67977,Procurement,region_2,,m,sourcing,1,34,3,9,0,0,63,59120.54
27604,Sales & Marketing,region_1,Bachelors,m,sourcing,1,26,5,4,1,0,44,80124.25
77844,Procurement,region_22,Bachelors,f,other,1,33,1,10,1,0,68,67902.32
38126,HR,region_2,Masters & above,f,sourcing,1,49,3,3,1,0,51,40237.83
25214,Sales & Marketing,region_11,Bachelors,m,sourcing,1,31,5,4,1,0,45,56740.92
56056,Sales & Marketing,region_25,Bachelors,f,sourcing,2,31,3,4,1,0,50,69585.25
67663,Operations,region_2,Bachelors,m,sourcing,1,27,3,2,1,0,64,67287.27
72942,Technology,region_7,Bachelors,f,sourcing,1,35,4,3,0,0,80,71787.98
48228,Operations,region_2,Bachelors,m,other,1,25,,1,1,0,61,86864.47
64702,Technology,region_7,Bachelors,f,sourcing,1,27,5,1,1,0,79,33966.39
39505,Procurement,region_22,Masters & above,f,sourcing,1,47,3,6,0,0,69,66199
54304,Technology,region_2,Masters & above,f,sourcing,1,50,4,17,1,0,79,43080.51
4771,Analytics,region_4,Masters & above,m,sourcing,1,54,3,10,1,0,94,82427.1
4452,Procurement,region_7,Masters & above,m,sourcing,1,48,4,4,0,0,72,74836.96
7955,Legal,region_32,Bachelors,m,sourcing,1,28,3,2,1,0,57,91846.11
68191,HR,region_2,Masters & above,m,sourcing,1,56,5,15,0,0,47,58908.97
2506,Technology,region_2,Masters & above,m,other,1,48,5,17,0,0,92,38006.08
17384,Operations,region_2,Bachelors,f,other,2,29,3,2,0,0,57,93679.14
52494,Procurement,region_2,Below Secondary,m,other,1,20,3,2,1,0,70,38281.72
30618,Sales & Marketing,region_2,Bachelors,m,referred,1,36,2,10,1,0,46,93748.45
2691,Operations,region_26,Masters & above,f,other,1,52,5,9,0,0,59,90163.31
59993,Analytics,region_29,Bachelors,m,sourcing,1,31,5,8,0,0,82,44319.59
75247,HR,region_29,Masters & above,m,sourcing,1,36,2,7,0,0,54,95892.68
66963,R&D,region_22,Bachelors,m,sourcing,1,32,3,5,0,0,87,62520.01
6594,Procurement,region_2,Masters & above,f,sourcing,1,47,3,4,1,1,71,79952.86
30519,Operations,region_22,Masters & above,m,sourcing,1,42,3,9,0,0,69,68580.46
40666,HR,region_24,Bachelors,m,sourcing,1,32,3,5,1,0,45,55443.45
33032,Technology,region_13,Masters & above,m,sourcing,2,45,4,11,0,0,81,93018.24
2835,Legal,region_2,Bachelors,f,sourcing,1,33,1,5,0,0,56,46008.35
73915,Sales & Marketing,region_7,Bachelors,f,other,2,25,,1,0,0,49,44274.31
58931,Sales & Marketing,region_2,Masters & above,m,other,3,37,3,7,0,0,49,79650.16
49848,Sales & Marketing,region_24,Masters & above,m,other,2,32,3,10,0,0,48,39232.34
72295,Finance,region_2,Bachelors,f,other,1,46,4,19,0,0,58,91283.11
31243,Procurement,region_19,Bachelors,m,sourcing,2,30,5,2,0,0,72,57524.75
65890,Legal,region_20,Bachelors,m,other,1,32,4,5,0,0,57,75447.76
3986,Analytics,region_27,Bachelors,m,other,1,39,3,10,0,0,84,90832.63
46352,Finance,region_32,Bachelors,m,sourcing,1,29,5,3,1,0,62,99371.03
36040,Analytics,region_15,Bachelors,m,sourcing,1,31,5,7,0,0,83,32491.56
16610,Technology,region_13,Bachelors,f,other,1,43,4,14,1,0,84,56703.82
41393,Technology,region_24,Bachelors,m,sourcing,1,36,3,8,0,0,81,51604.57
48816,Procurement,region_22,Bachelors,m,sourcing,1,29,2,5,0,0,70,44477.57
57229,Sales & Marketing,region_26,Bachelors,f,sourcing,2,28,1,3,0,0,50,64710.85
49362,Sales & Marketing,region_27,Masters & above,m,other,1,32,1,7,0,0,45,83493.47
38051,Technology,region_14,Masters & above,f,sourcing,1,43,3,3,0,0,78,67681.91
47042,Operations,region_16,Masters & above,f,sourcing,1,43,3,10,0,0,56,81840.62
7434,Technology,region_31,Bachelors,f,other,1,39,3,5,1,0,81,79340.69
30730,Operations,region_7,Masters & above,m,other,1,40,4,10,1,0,59,53318.88
19382,Operations,region_27,Bachelors,f,other,1,35,3,5,0,0,56,67858.09
13429,Sales & Marketing,region_16,,f,other,1,22,4,2,0,0,50,49648.21
18341,Analytics,region_26,Masters & above,m,other,1,39,5,12,0,0,84,99073.62
38705,Operations,region_11,Bachelors,f,sourcing,1,32,5,5,0,0,56,80590.11
29300,Procurement,region_11,Masters & above,m,sourcing,1,39,2,10,0,0,70,50411.33
74239,Operations,region_8,Masters & above,m,sourcing,1,48,5,6,0,0,62,73346.74
12216,Analytics,region_13,Bachelors,m,other,1,38,3,4,0,0,86,92776.47
4688,HR,region_22,Bachelors,m,other,2,24,,1,0,0,49,75932.21
46692,Sales & Marketing,region_2,Masters & above,m,other,1,48,4,5,0,0,49,64737.7
47923,Sales & Marketing,region_7,Masters & above,f,other,1,38,3,10,0,0,49,55195.24
8486,Technology,region_10,Masters & above,f,sourcing,1,35,3,7,0,0,75,95075.23
77112,Procurement,region_30,Bachelors,f,other,1,33,5,7,0,0,69,68213.77
39018,Technology,region_7,Bachelors,m,sourcing,1,32,4,3,1,0,82,62378.49
24303,Procurement,region_15,Masters & above,m,other,1,39,5,3,0,0,81,83821.72
9646,Finance,region_2,Masters & above,m,sourcing,2,38,5,8,0,0,61,75383.39
56881,Sales & Marketing,region_10,Bachelors,m,sourcing,1,27,2,4,0,0,54,44054.37
57168,Sales & Marketing,region_16,Bachelors,f,other,1,26,,1,0,0,44,40581.89
72838,Sales & Marketing,region_13,Bachelors,m,other,1,40,5,7,1,0,47,64862.7
50216,Sales & Marketing,region_22,Bachelors,f,sourcing,2,25,,1,0,0,41,89745.77
32989,Sales & Marketing,region_22,Masters & above,m,sourcing,1,27,2,5,0,0,45,83468.16
57767,Procurement,region_13,Masters & above,f,other,1,45,2,2,0,0,66,56268.95
3450,Sales & Marketing,region_1,,m,sourcing,1,33,3,3,0,0,50,36644.99
56292,Sales & Marketing,region_28,Bachelors,m,other,1,36,5,8,1,0,47,68842.62
14234,Sales & Marketing,region_27,Bachelors,m,sourcing,1,36,4,4,0,0,52,92353.27
18487,Analytics,region_7,Bachelors,m,sourcing,1,28,5,4,1,0,88,55958.69
69894,Sales & Marketing,region_22,Masters & above,f,other,1,30,2,3,0,0,48,65253.41
45453,Sales & Marketing,region_22,Bachelors,m,other,4,27,1,2,0,0,52,97501.92
67524,Sales & Marketing,region_25,Masters & above,m,other,2,43,3,12,0,0,49,53527.01
2473,Procurement,region_15,Masters & above,m,sourcing,1,36,1,2,0,0,72,71407.69
12656,R&D,region_11,Masters & above,m,other,1,35,3,8,0,0,87,54826.12
68062,Technology,region_20,Bachelors,m,other,1,30,3,3,0,0,79,87346.98
9442,Analytics,region_22,Masters & above,m,other,2,37,5,5,1,0,84,36153.94
5862,Analytics,region_17,Bachelors,m,sourcing,2,37,4,10,0,0,89,45836.2
14076,Finance,region_26,Bachelors,f,sourcing,1,31,4,10,1,0,57,95325.97
63370,Procurement,region_11,Bachelors,m,other,1,32,,1,1,0,68,83732.77
47348,Analytics,region_6,Bachelors,m,other,2,27,,1,1,1,86,64942.87
41859,Analytics,region_26,Bachelors,m,other,1,33,4,5,1,0,86,32846.1
14147,Operations,region_22,Bachelors,m,sourcing,1,40,5,12,1,0,63,46776
141,Sales & Marketing,region_22,,m,other,1,29,4,5,1,0,48,72050.36
8593,Operations,region_22,Bachelors,m,other,1,40,5,10,1,0,60,46548.24
19449,Operations,region_16,Bachelors,f,sourcing,1,26,3,2,0,0,59,99800.41
64401,Procurement,region_32,Bachelors,m,other,2,33,3,6,0,0,73,44145.33
32507,Analytics,region_22,Masters & above,m,other,1,32,3,7,0,0,85,97594.08
67933,Operations,region_2,,f,sourcing,1,35,3,8,0,0,58,74567.69
15994,Legal,region_2,Below Secondary,f,other,1,27,4,2,0,0,54,37072.34
75464,Analytics,region_15,Bachelors,m,other,1,33,3,6,1,0,87,70918.87
64009,Procurement,region_22,Bachelors,m,other,3,29,2,4,1,0,70,47147.17
55652,Sales & Marketing,region_2,Masters & above,m,other,1,53,2,5,1,0,50,77730.86
60933,Technology,region_10,Bachelors,m,other,1,28,5,4,0,0,78,69508.26
53723,Operations,region_16,Masters & above,f,sourcing,1,36,4,8,0,0,61,34850.41
38167,Technology,region_2,Masters & above,m,other,1,47,3,4,1,0,80,30187.59
7266,Operations,region_32,Bachelors,m,sourcing,1,29,3,3,0,0,60,59036.14
18242,Operations,region_23,Masters & above,f,sourcing,1,34,3,4,1,0,58,95466.08
36743,Procurement,region_10,Masters & above,f,other,1,33,3,7,0,0,70,67188.22
67121,Operations,region_24,Masters & above,f,other,1,32,3,7,0,0,60,56409.35
35246,Sales & Marketing,region_2,Bachelors,f,other,1,59,2,17,0,0,51,97861.16
5728,Procurement,region_26,Masters & above,m,sourcing,1,35,3,10,0,0,73,90210.78
34051,Sales & Marketing,region_15,Bachelors,m,other,1,33,4,4,1,0,50,83808.76
14659,Technology,region_22,Bachelors,m,sourcing,2,29,4,3,1,0,83,78218.58
33403,Sales & Marketing,region_7,Masters & above,m,other,1,37,4,10,0,0,49,94976.46
72885,Technology,region_2,Masters & above,m,other,3,36,3,9,0,0,87,50619.89
56307,Analytics,region_22,Bachelors,m,other,1,30,3,2,1,0,85,58023.8
43438,Technology,region_13,Masters & above,f,sourcing,2,39,4,10,0,0,80,45270.03
63369,Operations,region_22,Bachelors,f,other,1,35,4,6,0,0,76,52876.3
63539,Operations,region_16,Bachelors,f,other,1,39,3,6,1,1,57,70831.27
66423,Operations,region_31,Bachelors,f,sourcing,1,39,5,13,1,0,62,39732.27
40423,Sales & Marketing,region_31,Bachelors,m,other,1,42,4,6,0,0,50,53231.69
68647,Sales & Marketing,region_20,Masters & above,m,sourcing,1,37,1,11,0,0,48,52628.14
65132,Sales & Marketing,region_7,Bachelors,m,other,1,44,4,3,1,0,51,46785.78
22508,HR,region_27,Masters & above,m,other,1,46,4,4,0,0,49,73633.26
52914,Procurement,region_26,Bachelors,m,other,1,40,4,12,1,0,65,90985.26
30825,Technology,region_13,Bachelors,f,sourcing,1,31,3,3,0,0,80,81196.78
53100,Legal,region_5,Bachelors,m,sourcing,1,27,,1,1,0,62,83330.24
73520,Sales & Marketing,region_7,Bachelors,m,other,1,49,2,18,0,0,54,34462.56
2953,Operations,region_15,Bachelors,m,other,1,44,3,2,1,0,61,94118.42
24061,Technology,region_13,Masters & above,m,sourcing,2,33,5,2,1,0,78,85184.1
17449,Technology,region_7,Bachelors,m,other,1,36,3,3,1,0,80,44076.38
60740,Analytics,region_29,Bachelors,m,other,1,25,5,2,1,0,80,43151.54
62891,Operations,region_22,Bachelors,f,other,1,39,4,9,0,0,62,42472.45
11203,Sales & Marketing,region_2,Masters & above,m,other,1,47,4,13,1,0,61,47361.27
24208,Analytics,region_32,Bachelors,m,other,3,27,3,4,0,0,82,67246.82
6325,Operations,region_32,Bachelors,m,sourcing,2,33,5,2,0,0,65,49109.63
23480,Operations,region_31,Bachelors,m,other,1,37,3,3,0,0,58,38360.62
70385,Analytics,region_16,Bachelors,m,other,1,33,3,4,0,0,84,75733.04
2025,Technology,region_26,Bachelors,f,sourcing,1,30,3,4,0,0,80,70167.5
72550,Procurement,region_27,Bachelors,m,other,1,29,3,4,0,0,73,40265.09
43866,Sales & Marketing,region_16,Bachelors,f,sourcing,2,27,1,4,0,0,51,80551.69
53451,Sales & Marketing,region_23,Bachelors,f,other,1,32,3,6,0,0,45,32692.44
28411,Finance,region_26,Bachelors,m,sourcing,1,28,4,3,1,0,60,68114.51
31989,Sales & Marketing,region_17,Bachelors,m,other,3,26,3,3,0,0,44,41818.89
41081,Sales & Marketing,region_32,Masters & above,m,sourcing,1,27,,1,0,0,50,92349.32
54103,Operations,region_2,Below Secondary,m,sourcing,2,25,,1,1,0,59,73456.2
42523,Operations,region_5,Bachelors,m,other,2,34,5,7,1,0,53,47852.19
45018,Sales & Marketing,region_7,Bachelors,m,sourcing,4,32,4,5,0,0,49,42280.34
12901,Technology,region_2,Masters & above,m,other,1,31,2,5,1,0,82,54212.21
71296,Sales & Marketing,region_2,Masters & above,m,other,3,45,1,19,0,0,52,41630.17
78157,Technology,region_2,Bachelors,f,other,2,48,3,17,0,0,82,92654.57
47334,Analytics,region_22,Bachelors,f,other,1,31,3,6,0,0,87,30894.75
16007,Sales & Marketing,region_2,Masters & above,f,other,1,52,5,17,0,0,45,95267.13
62467,Analytics,region_1,Masters & above,m,other,2,31,2,7,1,0,81,65611.15
72729,Technology,region_7,Bachelors,m,other,1,28,3,3,1,0,74,55454.37
1670,Analytics,region_22,Masters & above,m,other,1,26,3,2,1,0,86,73782.46
47897,Operations,region_19,Masters & above,f,sourcing,1,35,3,3,1,0,60,49065.92
40693,Technology,region_4,Bachelors,m,other,1,26,,1,0,0,75,68940
34134,Procurement,region_31,Bachelors,f,sourcing,1,33,4,5,0,0,72,75508.68
25795,Sales & Marketing,region_22,Bachelors,m,sourcing,1,31,,1,1,0,53,83788.24
29785,Sales & Marketing,region_31,Bachelors,m,sourcing,1,38,5,2,1,0,53,32655.25
22497,Procurement,region_2,Bachelors,m,other,2,28,4,2,1,0,65,65514.96
677,Procurement,region_16,Bachelors,m,other,4,30,3,8,0,0,67,43365.64
39819,HR,region_20,Masters & above,f,sourcing,1,35,4,10,0,0,52,94489.13
66909,Sales & Marketing,region_7,,m,other,1,28,2,5,0,0,53,70114.41
3074,Sales & Marketing,region_2,Bachelors,m,other,1,28,2,2,0,0,47,62825.98
52536,Finance,region_22,Masters & above,m,other,1,33,1,7,0,0,58,72828
23720,Sales & Marketing,region_7,Masters & above,m,other,1,55,3,13,0,0,51,40970.03
67863,Operations,region_22,Masters & above,f,sourcing,1,42,5,7,0,1,70,82593.23
74398,Sales & Marketing,region_19,Bachelors,m,sourcing,1,42,5,13,0,0,48,44881.25
20535,Sales & Marketing,region_34,Bachelors,m,other,2,32,5,3,0,0,51,36426.76
63422,Finance,region_2,Bachelors,m,other,2,26,4,3,1,0,59,33976.98
27320,Procurement,region_2,Bachelors,f,other,1,51,4,3,0,0,70,82232
76245,Technology,region_7,Bachelors,f,sourcing,1,26,,1,0,0,76,48021.35
40264,Sales & Marketing,region_2,,m,other,1,34,3,7,1,0,48,58435.9
14298,Procurement,region_13,Masters & above,f,sourcing,2,45,5,13,1,0,70,33754.26
31683,Finance,region_26,Bachelors,m,sourcing,1,34,3,7,1,0,59,78909.45
54657,Operations,region_13,Bachelors,f,sourcing,1,34,3,6,1,0,57,49477.92
23269,Finance,region_31,Bachelors,m,sourcing,2,32,5,6,1,0,61,88951.21
49072,Analytics,region_22,Bachelors,m,other,1,38,3,7,0,0,82,38490.83
76672,Sales & Marketing,region_1,Bachelors,m,sourcing,2,27,3,2,1,0,48,82732.9
77489,Procurement,region_10,Bachelors,f,sourcing,1,32,2,7,0,0,95,93292.68
61544,Technology,region_2,Bachelors,m,referred,1,40,4,6,0,0,81,88537.64
47852,Technology,region_22,Masters & above,f,other,2,47,3,19,0,0,84,82015.03
61261,Sales & Marketing,region_31,Bachelors,f,other,1,39,2,3,0,0,45,82658.58
14945,Operations,region_13,Bachelors,m,sourcing,1,40,3,6,0,0,58,93306.41
65410,R&D,region_15,Bachelors,m,other,1,36,3,6,0,0,86,74338.25
75098,Finance,region_4,Masters & above,m,sourcing,1,38,3,4,0,0,66,72465.47
36120,HR,region_2,Masters & above,f,sourcing,1,46,4,14,1,0,48,62447.55
18982,Sales & Marketing,region_7,Bachelors,m,sourcing,1,27,5,2,0,0,53,35742.79
4231,Sales & Marketing,region_22,Bachelors,m,other,2,29,4,2,1,0,48,84257.33
29644,Sales & Marketing,region_11,Bachelors,m,sourcing,2,37,3,2,0,0,49,69563.12
43494,Sales & Marketing,region_22,Masters & above,m,sourcing,1,34,2,7,0,0,51,46458.84
53941,Analytics,region_2,Bachelors,m,other,1,28,3,3,0,0,83,52526.17
7467,Procurement,region_2,Below Secondary,f,other,1,20,,1,0,0,69,47625.83
69805,Operations,region_4,Bachelors,m,other,1,40,5,10,1,0,57,47744.25
64884,Operations,region_2,Bachelors,m,sourcing,2,25,3,3,0,0,57,44780.84
33860,Sales & Marketing,region_28,Bachelors,m,other,2,32,3,6,0,0,51,72048.61
26381,Sales & Marketing,region_27,Bachelors,f,other,1,32,2,8,0,0,51,93030.41
45397,Sales & Marketing,region_13,Bachelors,m,sourcing,1,50,2,3,0,0,48,68016.78
77780,Sales & Marketing,region_23,Bachelors,f,sourcing,1,32,3,8,0,0,50,87813.74
11805,Operations,region_8,Masters & above,f,sourcing,1,36,5,4,1,0,55,74583.84
5005,Procurement,region_19,Bachelors,m,other,1,35,2,3,0,0,71,92835.39
21937,Sales & Marketing,region_28,Bachelors,f,other,1,32,2,2,1,0,49,98049.61
61582,Procurement,region_22,Masters & above,f,sourcing,1,32,4,5,0,0,71,72526.06
24810,Analytics,region_26,Bachelors,m,sourcing,2,39,5,3,1,0,82,34488.59
31310,Operations,region_22,Bachelors,m,referred,1,30,5,6,1,0,59,48273.45
69092,Procurement,region_19,Masters & above,m,other,1,36,5,3,1,0,68,35880.83
74903,Sales & Marketing,region_15,Bachelors,m,other,1,30,2,5,0,0,49,82347.95
42348,Operations,region_31,Bachelors,f,other,1,33,5,3,1,0,61,42331.64
72367,Operations,region_6,Bachelors,m,other,1,30,5,7,1,0,60,75518.26
31478,Finance,region_2,Bachelors,m,sourcing,1,32,5,6,0,0,59,57780.66
36184,Operations,region_27,Bachelors,m,other,1,31,1,7,0,0,63,57288.64
54689,Sales & Marketing,region_21,Bachelors,f,other,1,31,3,3,1,0,52,93978.75
46913,Analytics,region_22,Bachelors,m,referred,2,33,5,5,1,0,88,33717.64
3573,Sales & Marketing,region_11,Bachelors,m,sourcing,1,39,3,8,0,0,51,98450.22
21532,Analytics,region_2,,m,sourcing,1,40,1,6,0,0,80,66444.88
58945,Operations,region_28,Bachelors,m,other,1,33,4,5,0,0,65,54716.42
16868,Sales & Marketing,region_13,Bachelors,m,other,1,31,3,5,0,1,68,54691.71
73413,Procurement,region_22,Bachelors,f,other,1,27,,1,0,0,87,89893.09
1387,Sales & Marketing,region_11,Bachelors,m,other,1,38,5,8,1,0,49,30958.41
29834,Finance,region_22,Bachelors,m,other,1,30,3,1,1,0,58,51114.61
902,Finance,region_2,Masters & above,m,other,2,39,2,5,0,0,57,88363.33
36145,Technology,region_10,Masters & above,m,sourcing,1,42,2,5,1,0,85,74422.86
269,Sales & Marketing,region_2,Bachelors,m,other,1,38,2,8,0,0,47,70091.98
26557,Procurement,region_17,Masters & above,m,sourcing,1,38,3,8,0,0,68,32428.84
14098,Analytics,region_26,Bachelors,m,other,1,32,3,6,0,0,83,39235.07
55484,Operations,region_15,Bachelors,f,sourcing,1,37,4,2,1,0,65,46316.6
22794,Sales & Marketing,region_2,,m,sourcing,2,33,1,4,0,0,56,85290.14
21144,Sales & Marketing,region_28,Bachelors,m,sourcing,1,26,,1,1,0,47,57479.49
30308,Sales & Marketing,region_9,Bachelors,m,other,2,31,3,6,1,0,49,34146.97
21373,Procurement,region_22,Bachelors,m,sourcing,2,26,2,3,0,0,70,42870.1
12636,Sales & Marketing,region_15,Bachelors,m,sourcing,1,34,2,3,0,0,54,64755.41
68761,Analytics,region_28,Bachelors,m,other,2,32,3,6,0,0,81,78329.27
67650,Sales & Marketing,region_7,Bachelors,f,other,1,45,4,6,0,0,48,95078.03
5036,Sales & Marketing,region_22,Bachelors,m,referred,2,26,3,2,1,0,49,52326.57
1169,Procurement,region_20,Bachelors,m,sourcing,1,30,2,5,0,0,69,81275.66
5808,Analytics,region_27,Bachelors,m,sourcing,1,28,1,3,1,0,86,74932.63
34611,Operations,region_8,Bachelors,m,sourcing,1,28,4,3,0,0,58,72790.97
74828,Sales & Marketing,region_25,Masters & above,m,other,2,45,5,7,1,0,46,40594.52
20546,Sales & Marketing,region_7,Bachelors,m,other,1,28,,1,1,0,48,46532.23
7643,Technology,region_22,Bachelors,f,other,2,28,3,6,0,0,83,65747.92
12489,Procurement,region_22,Masters & above,m,other,1,47,5,16,1,0,70,37646.59
384,Operations,region_15,Bachelors,m,other,2,27,4,3,0,0,60,97856.9
61503,Sales & Marketing,region_14,Bachelors,m,other,1,42,3,5,0,0,52,78445.48
36095,Analytics,region_25,Bachelors,m,other,1,32,5,5,1,0,86,63812.07
7207,Sales & Marketing,region_22,Bachelors,m,sourcing,1,30,3,3,1,0,55,43894.55
66983,Sales & Marketing,region_25,Bachelors,m,other,4,30,2,5,1,0,52,95051.58
8477,Sales & Marketing,region_6,Bachelors,m,sourcing,1,24,2,2,1,0,53,68463.26
63262,Finance,region_28,Masters & above,f,other,1,33,3,5,1,0,58,90486.71
2045,Technology,region_16,Masters & above,f,sourcing,1,33,1,6,0,0,79,66035.79
25687,Sales & Marketing,region_2,Masters & above,m,referred,1,32,2,7,0,0,49,58648
15677,Analytics,region_9,Masters & above,m,sourcing,2,27,,1,0,0,86,87003.06
53823,Operations,region_15,Bachelors,m,sourcing,2,34,3,10,0,0,58,62619.48
13311,Sales & Marketing,region_23,,m,sourcing,2,30,5,6,0,0,50,37252.4
4910,Operations,region_32,Bachelors,m,other,1,28,3,7,0,0,59,59128.79
53307,Sales & Marketing,region_2,Bachelors,f,other,1,24,1,3,0,0,50,69855.26
44778,Sales & Marketing,region_21,Bachelors,m,other,1,37,2,12,0,0,48,92627.33
49163,Sales & Marketing,region_17,Masters & above,m,other,1,48,3,19,0,0,48,91095.28
45476,Operations,region_26,Masters & above,m,sourcing,1,46,1,19,0,0,63,71886.77
37995,Legal,region_22,Bachelors,m,other,1,39,5,9,0,0,59,96920.31
29052,Technology,region_15,Bachelors,f,other,2,37,3,8,0,0,78,57616.06
43285,HR,region_26,Bachelors,f,sourcing,1,33,1,2,1,0,48,61418.68
15938,Sales & Marketing,region_21,Bachelors,m,other,1,41,1,15,0,0,51,64524.96
5199,Operations,region_24,Bachelors,f,sourcing,1,27,,1,0,0,60,65251.78
10627,Operations,region_15,Bachelors,m,sourcing,1,41,1,7,0,0,62,97284.72
28166,Finance,region_2,Bachelors,m,other,1,39,5,9,1,0,56,51949.02
42924,Operations,region_23,Bachelors,f,other,2,35,3,3,0,0,53,49682.33
30150,Operations,region_2,Bachelors,f,sourcing,1,56,5,18,0,0,56,75010.37
60902,Operations,region_7,Masters & above,m,other,1,38,4,5,0,0,56,99801.49
53298,Procurement,region_16,Bachelors,m,sourcing,1,31,2,2,0,0,70,62361.87
22136,Procurement,region_2,Bachelors,m,other,2,38,3,8,0,0,68,35568.21
63442,Operations,region_8,Bachelors,m,sourcing,1,27,5,3,0,0,61,78368.5
71398,Operations,region_22,Bachelors,m,sourcing,1,45,3,4,1,0,56,91555.91
13172,Sales & Marketing,region_26,Bachelors,m,other,1,39,4,7,0,0,50,58019.39
75716,Analytics,region_28,Masters & above,m,sourcing,1,36,5,8,1,0,82,90486.16
8309,Sales & Marketing,region_22,Bachelors,m,other,3,24,3,2,0,0,53,43906.22
22221,Operations,region_27,Bachelors,m,sourcing,2,27,3,6,0,0,57,95730.81
2326,Procurement,region_26,Bachelors,m,sourcing,1,34,5,8,1,0,72,39110.62
31911,Sales & Marketing,region_9,Bachelors,m,other,1,24,2,3,0,0,51,71260.15
3543,Operations,region_28,Bachelors,m,other,1,31,3,4,0,0,55,43607.75
72236,Operations,region_2,Bachelors,m,sourcing,1,35,3,3,0,0,54,95262.49
44405,Sales & Marketing,region_29,Bachelors,m,other,1,34,4,8,0,0,49,47694.2
54275,Technology,region_2,Bachelors,m,sourcing,1,33,4,7,1,0,83,89092.24
12312,Operations,region_28,Masters & above,m,other,1,30,5,4,0,0,57,76979.31
12268,R&D,region_2,Bachelors,m,sourcing,1,32,5,4,1,0,86,76418.07
68025,Procurement,region_2,Masters & above,m,sourcing,5,40,3,10,0,0,70,50577.66
32396,Analytics,region_23,Bachelors,m,other,1,32,3,7,1,0,90,71980.39
57757,Sales & Marketing,region_2,Bachelors,m,sourcing,1,51,3,3,0,0,49,47773.67
23432,Operations,region_15,Bachelors,m,other,1,39,3,6,0,0,61,98700.31
34771,Sales & Marketing,region_7,Masters & above,m,other,1,36,5,9,0,0,49,93989.54
30745,Operations,region_3,Bachelors,m,other,1,31,3,5,1,0,60,55104.34
17206,Sales & Marketing,region_34,Bachelors,m,sourcing,1,36,5,8,1,0,47,94478.61
55238,Operations,region_23,Bachelors,m,sourcing,1,34,1,3,0,0,60,78859.92
12386,Procurement,region_4,Masters & above,m,sourcing,3,45,3,18,0,0,72,57109.53
23640,Operations,region_13,Masters & above,f,other,2,36,3,4,1,0,60,64146.69
76216,Technology,region_29,Masters & above,m,sourcing,2,39,3,8,0,0,79,31111.51
25344,Sales & Marketing,region_7,Bachelors,m,other,1,33,1,6,0,0,51,42270.14
46480,HR,region_22,Bachelors,m,sourcing,1,27,4,4,0,0,50,87278.58
63146,Finance,region_31,Bachelors,m,sourcing,1,31,,1,0,0,56,88005.67
36557,Analytics,region_28,Bachelors,m,other,1,31,3,5,0,1,84,38623.03
35979,Sales & Marketing,region_2,Masters & above,m,other,1,37,4,7,0,0,45,64290.18
18548,Technology,region_28,Masters & above,f,sourcing,1,32,5,6,1,0,81,79153.98
42214,Sales & Marketing,region_7,Bachelors,m,sourcing,2,32,3,7,0,0,48,46978.45
42224,Technology,region_14,Bachelors,m,sourcing,2,35,3,8,0,0,83,71269.22
21287,Technology,region_2,Below Secondary,f,sourcing,2,22,,1,0,0,84,68458.34
